V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101
0,0.19431034,0.633346706,0.172257611,8.53E-05,3.42E-05,0.18946953,0.682868473,0.127627797,0,0,0.10919369,0.64703068,0.243637441,0.000138188,0,0.045383203,0.359455222,0.475975662,0.119185912,0,0.279501002,0.596981434,0.122589122,0.000928442,0.496436534,0.302902373,0.041649463,0,0,0.374514536,0.053160915,0.001670874,0,0.00E+00,0,0.117687719,0.53483947,0.323978208,0.023494603,0,0.037190819,0.397230346,0.468102219,0.097476616,0.001210137,0.349004784,0.609286552,0.040498527,0,0,0.150704211,0.596497261,0.244514105,0.008284423,0,0.07726826,0.387208274,0.435727812,0.099795654,0.294157474,0.589914189,0.106549232,0,0,0.001143621,0.354704522,0.606013731,0.038138126,0,0,0.034188897,0.393007744,0.494023865,0.078779493,0.101820987,0.56820457,0.328952947,0,0,0,0.00652023,0.147361228,0.536798507,0.309320035,0,0.045466357,0.377466116,0.466070859,0.110996668,0.464686781,0.368375577,0.050203783,0,0,0.066462097,0.565165862,0.368278097,9.39E-05,0,1
0,0.043071925,0.388900753,0.493172109,0.074855212,0.001714767,2.75E-01,0.666527108,0.056778749,0,0.012437277,0.361567708,0.611471464,0.01452355,0,0,0.227741587,0.605491286,0.16454503,0.002222098,0.283329856,0.591823205,0.113624504,0,0,0,0.034908667,0.431543271,0.496807966,0.036740096,0,0.049836012,0.443221626,0.465326185,0.041616176,0.322876816,0.553019223,0.105967416,0,0,0,0.06569723,0.509722515,0.382620495,4.20E-02,2.41E-11,0.252401625,0.648989164,0.098609211,0,0.409566595,0.459945059,0.072411029,0,0,0.395165514,0.541907968,0.051554482,0,0,0,0.37458234,0.560983024,0.064434479,1.57E-07,0.439633288,0.4172054,0.062655482,0,0,0.010022592,0.393771833,0.585092109,0.011113466,0,0,0.125966508,0.647598582,0.222443303,0.003991607,0.532084347,0.266245771,0.025397239,0,0,0.455415339,0.397759057,0.049659549,0,0,0,0.000992784,0.047118233,0.356628598,0.595260385,0,0.001783548,0.068107802,0.426202596,0.503906055,1
0.072048363,0.580303184,0.34738291,0.000265543,0,6.58E-02,0.531477046,0.402710688,0,0,0.017710703,0.391485341,0.582684493,0.008119462,0,0.199809494,0.630970526,0.166747596,0,0,0.478868985,0.386315147,0.038675194,0,0,0,0.004699101,0.148611322,0.561960827,2.85E-01,0,0.046314277,0.429227801,0.476897772,0.04756015,0.354028515,0.52779219,0.092211862,0.00E+00,0,0.027710939,0.505100193,0.467138265,5.06E-05,0,7.27E-02,0.590067764,0.337184669,0,0,0.177238343,0.617816349,0.202379913,0,0,0.473363437,0.079009911,0.001452665,0,0,0,0.13856173,0.532111376,0.305927218,0.023399675,0.012070824,0.470479602,0.509631466,0.007818108,0,0.163643022,0.573983548,0.259337431,0,0,0,0.011597022,0.224410471,0.52556469,2.38E-01,0.108963007,0.588231256,0.302805675,6.17E-08,0.00E+00,0.067198253,0.621548887,0.311252801,0,0,0.00E+00,0.127669436,0.607872922,0.256638061,0.007819581,0,0.203511412,0.651521502,0.144966259,8.27E-07,1
0.000395868,0.288519833,0.62694161,0.084142689,0,0,0.084739609,0.578366565,0.329678475,7.22E-03,0,0.10947506,0.647423853,0.242969322,0.000131765,0,0.243106749,0.607668035,0.147844136,1.38E-03,0.521559205,0.199544262,0.010898766,0.00E+00,0,0,0.009482307,0.22170221,0.585885974,0.182929508,0.057458465,0.536635705,0.40536098,0.00054485,0,0,0.291321325,0.609923633,0.098713258,4.18E-05,2.14E-09,0.237554474,0.684782965,0.077662559,0,0,0,0,0,1,0.187668219,0.614651502,0.194414102,0,0,0.108108498,0.721985643,0.169610233,0.000295626,0,0.087307503,0.666650889,0.246004341,3.73E-05,0,0.458854552,0.11228663,0.005271926,0,0,0.262375142,0.546368438,0.175888412,0,0,0,0.073699932,0.547562733,0.352725766,2.60E-02,0.001343712,0.294956529,0.627131553,0.076568206,0,0.010121432,0.509323913,0.474376459,0.006178197,0,0.032201987,0.530219097,0.43713951,0.000439406,0,0.037836313,0.521455372,0.438697807,0.002010508,0,1
8.37E-02,0.589469194,0.326754064,6.89E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.245054324,0.607829676,0.145821116,0.001294884,0.042038605,0.634319847,0.322949979,0.000691569,0,0.398715527,0.443485806,0.101162294,0,0,0,0.112568623,0.596097087,0.288433732,0.002900557,0.321591767,0.553996967,0.106554896,0,0,0,0.13768776,0.647161786,0.210660796,0.004489658,0.377868644,0.058714138,0.001820841,0,0,0.016598551,0.51993719,0.458966582,0.004497677,0,0.227083461,0.672083954,0.100803536,0,0,0.00E+00,0.365221552,0.565404379,0.06937147,2.60E-06,0.471231969,0.36981959,0.047801215,0,0,0.062186317,0.537349855,0.400462298,0,0,0.039145191,0.513502902,0.447351858,0,0.00E+00,0.171296968,0.594170153,0.234040065,0,0,0.065111444,0.620230844,0.314657713,0,0,0,0.095542562,0.557157976,0.327107625,0.020191837,0,0.166898634,0.637956818,0.19475937,0.000385178,1
0.187662601,0.600857885,0.210373593,0,0,0.036898458,0.483782621,0.478510208,0.000808712,0,0.115253219,0.545693613,0.338575783,0,0,0,0.10205568,0.502690809,0.357786722,0.03746679,0,0.340990619,0.582147332,0.076816505,4.55E-05,0,0,0,0,0,0,0,0,0,0,0.447200428,0.430150091,0.055024586,0,0,0.010300835,0.4370593,0.549466984,0.003172882,0,0.003947633,0.398207618,0.574459377,0.023385372,0,0,0.09254198,0.515677392,0.358390082,0.033390546,0.57780767,0.242597059,0.009841011,0,0,0,0,0,0,0,0.170495754,0.605852706,0.221202082,0,0,3.93E-05,0.213057215,0.685202158,0.1017013,0,0,0,0,0,0,9.29E-06,0.210169749,0.643495835,0.146325131,0,0.248474553,0.592340101,0.148228076,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.154678009,0.612245714,0.231593873,0.001482404,0.403754037,0.444910471,0.09193259,0,0,0.309701784,0.510795721,0.155378681,0,0,9.14E-05,0.383462658,0.567838153,0.048607789,0,0,0.326437317,0.587205807,0.086234629,0.000122246,0.00E+00,0.009730202,0.224892003,0.586035454,0.179342342,0.00E+00,0.075116201,0.522796196,0.386317868,0.015769734,0.000513066,0.392107736,0.564702134,4.27E-02,0,1.87E-05,0.259263963,0.679559155,0.061158179,0,0.502344139,0.173477759,0.011254578,0,0,0,0.126557376,0.570294391,0.287997041,0.015151192,0,0.393060133,0.514662001,0.091805149,0.000472717,0.050357976,0.645689281,0.303124589,0.000828153,0,0,0.250693671,0.648643107,0.100661304,1.92E-06,0,0.028455688,0.359664874,0.512888683,0.098990755,2.69E-02,0.486142839,0.486860331,0.000105858,0,0,0.083710565,0.525427335,0.376685415,0.014176686,0.006576376,0.485581006,0.498299675,0.009542943,0,0,0.042875807,0.402559518,0.467700517,0.086864157,0,0.148845569,0.625152232,0.224760763,0.001241436,1
0.011600452,0.437794874,0.530633934,0.01997074,0,0,0.080616625,0.568742165,0.341830793,0.008810417,0,0.04173488,0.461394905,0.466556466,0.030313748,0.001509986,0.443106168,0.527685431,0.027698415,0,0,0.186437279,0.578274525,0.225827799,0.009460397,0,0.07279045,0.579583072,0.34443996,0.003186518,0,0.021726121,0.298013465,0.551844453,0.128415961,0,0.098224948,0.503732397,0.362709755,0.0353329,0.034065769,0.519448222,0.446485253,7.55E-07,0,0,0.252038773,0.649042025,0.098919202,4.09E-12,0,0.123429139,5.66E-01,0.29402008,0.016328945,0,0.257462455,0.537651739,0.19698272,0.007903087,9.97E-06,0.397639212,0.548799785,0.05355103,0,0,0.076662593,0.499851858,0.386007605,0.037477944,0,0.139669094,0.657025881,0.202653358,0.000651667,0,0.033728146,0.391008954,0.479374729,0.095888171,0,0.089956772,0.538688649,0.360172002,1.12E-02,0,0.108548274,0.53645204,0.326406658,0.028593028,0.00E+00,0.071398796,0.500958913,0.388462399,0.039179892,0,0.164299745,0.636388318,0.1988447,0.000467237,-1
0.418166953,0.458761647,0.078104686,0,0,0.357021398,0.48643563,0.118489549,0,0,0.222727196,0.547375776,0.221999848,0,0,0.4437205,0.090225921,0.002989915,0,0,0,0.138373467,0.53979283,0.298418036,0.023415667,0.017016231,0.378521602,0.594194403,0.010267764,0,0,0.036911391,0.387047535,0.50773934,0.068301735,0,0.305868605,0.606138948,0.087985703,6.74E-06,0.157077056,0.584135337,0.254119593,0,0,3.09E-02,0.532658607,0.435004106,0.001406892,0,1.42E-05,0.317312942,0.618148204,0.064524613,0,0,0.324930254,0.53491706,0.137714675,0.002438011,0.076416214,0.663095614,0.260369898,0.000118275,0,0.008572377,0.448466892,0.531441631,0.0115191,0,0,0.078477718,0.557793326,0.348776313,0.014952643,0.289447537,0.529343148,0.153558897,0,0,0,0.000537752,0.032030844,0.333378722,0.634052682,0.000251738,0.377656868,0.584544838,0.037546556,0,0,0.107091601,0.578062171,0.300302644,0.014543584,7.92E-05,0.247165609,0.650830654,0.101924538,0,1
3.33E-06,0.235124319,0.63834595,0.126526403,0,0,0.078969135,0.564716265,0.346789196,0.009525404,0,0.031617139,0.406876631,0.509763594,0.051742636,0.343815348,0.539198415,0.093157892,0,0,0.040437899,0.63224935,0.326529053,0.000783698,0,0,0.113068837,0.655576364,0.23135294,1.86E-06,0.008336974,0.376937194,0.586232787,0.028493045,0,0.031699935,0.583524185,0.382582994,0.002192887,0,0.187637293,0.579037983,0.225345199,0,0,0,0.080017455,0.510191088,0.377658786,0.03213267,0.137916358,0.625294515,0.236023147,0,0,0.007773036,0.63376713,0.345893944,0.01256589,0,0.529157094,0.292263313,0.02110441,0.00E+00,0,0.493629916,0.324050721,0.036213913,0,0,0.003673205,0.331813193,0.636026312,0.02848729,0,0.270836258,0.539946956,0.166461579,0,0,0.066650174,0.558106351,0.374593306,0.000650169,0,0.335298825,0.531828142,0.102408172,0,0,0.039421377,0.544763,0.415690711,0.000124912,0,0.011275042,0.424973025,0.546971063,0.016780871,0,1
0,0.001844184,0.066738512,0.424015295,0.50740201,6.65E-05,0.196827355,0.683661231,0.119444917,0,0,0.048416118,0.491528136,0.438829239,0.021226507,0,0,0,0,1,0,0.300483622,0.593917574,0.105168172,0.000430633,0,0.091495395,0.622061309,0.285939029,0.000504267,5.46E-05,0.211689174,0.658046794,0.13020943,0,0.002215321,0.436595056,0.533440622,0.027749,0,0,0.000164166,0.015904148,0.226740578,0.757191108,0,0.062737723,0.463396322,0.422781439,0.051084515,0.226439166,0.59930439,0.167423401,0,0,0.000753222,0.563582063,4.10E-01,0.026019735,0,0.194017355,0.648057419,0.156853884,0,0,0.346425883,0.513426413,0.107359496,0,0,0.005064338,0.349629707,0.622874868,0.022431086,0,5.53E-04,0.286058133,0.673124358,0.040264931,0,0.389272325,0.483408884,0.095509922,0,0,0.019001597,0.547735134,0.430881077,0.002382193,0,0,0.157638813,0.637690498,0.201919531,0.002751158,0,0.207776881,0.652168295,0.140054808,1.59E-08,1
0,0.189523802,0.631739488,0.178596567,1.40E-04,0,0.010467207,0.215979083,0.559477208,0.214076502,0,0.001351548,0.068967768,0.453959225,0.47572146,0.003066274,0.469283805,0.506805768,0.020844153,0,0.016364345,0.580307118,0.398634125,4.69E-03,0,0,0.072407199,0.578552974,0.345754907,0.00328492,0,0.010028285,0.196369829,5.59E-01,0.234971399,0.001298329,0.417772524,0.547387891,0.033541255,0,0,0.172486391,0.674259171,0.152259374,0.000995064,0,0.09467816,0.541916516,0.341786858,0.021618467,0,0.228102947,0.633649808,0.137651085,0.00059616,0.000287762,0.546406815,0.423165695,0.030139728,0,0.031474325,0.61985241,0.34607434,0.002598925,0,0.09785539,0.605105712,0.29694428,0,0,0,0.130545068,0.647834836,0.220393855,0.001226241,8.28E-05,0.249834681,0.688451658,0.061630862,0,0.001044231,0.286075699,0.630666632,0.082213438,0,0.116697279,0.634261106,0.248606576,0,0,0,0.077410598,0.516785787,0.372540152,0.033263463,0,0.032681184,0.353999007,0.514993021,0.098326789,1
0.257616618,0.575584812,0.160972458,0,0,0.068796204,0.534644855,0.39655855,0,0,0.075967507,0.521035631,0.402984603,0,0,0.319470061,0.558872253,0.103708223,0,0,0.000806065,0.455538583,0.515876186,0.027779166,0,4.37E-08,0.120119954,0.663638894,0.216241108,0,9.53E-06,0.196693621,0.656679865,0.146616985,0,0.081343398,0.635933582,0.282713135,9.88E-06,0,0.021486262,0.487107576,0.491080415,0.000325747,0,0.012928731,0.468913321,0.510106604,8.05E-03,0,0.187923638,0.614568512,0.194223227,0,0,0.035588925,0.699231312,0.261491745,0.003688019,0,0.00E+00,0.31975265,0.582104814,0.097962139,0.000180397,0,0.067001272,0.473946406,0.410877518,0.048174804,0.207238938,5.67E-01,0.218965626,0,0,1.51E-05,0.232796688,0.692756719,7.44E-02,0,0,0.009790666,0.185924321,0.555047165,0.249237848,0,0.140458093,0.57870911,0.26639244,0.014440358,0,0.15938995,0.639013223,0.199028326,0.002568502,0.008757161,0.407410027,0.562552858,0.021279954,0,-1
0.326042538,0.535862036,0.122051216,0,0,0,0.02040158,0.30902973,0.546978787,0.123589904,0,0.001548168,0.074980052,0.466083273,0.457388506,0.511015862,0.167545189,0.008536512,0,0,0.027649746,0.610827981,0.359493363,0.002028909,0,0.168089823,0.551322017,0.278004856,0,0,0.500065618,0.33365797,0.042526376,0,0,0.054267553,0.616942343,0.328413099,3.77E-04,0,0.111693997,0.581769436,0.30502107,0,0,0,0.032200567,0.341822929,0.503637307,0.122339197,0.000937596,0.382736277,0.581742645,0.034583482,0.00E+00,1.84E-02,0.670723997,0.303649002,0.007204365,0,0.530650691,0.286138595,0.020264858,0,0,0.050638775,0.572367864,0.376914382,7.90E-05,0,0.047020614,0.516852804,0.436104158,2.24E-05,0,0.382032703,0.456276104,0.096318213,0,0.00E+00,0.187106645,0.591778342,0.220187292,0,0,0.162941787,0.628107119,0.206707149,0,0.00E+00,0.481796131,0.334778985,0.040951571,0,0,0.50811863,0.310431937,0.034930212,0,0,1
0,0,0,0,0,0.403544017,0.44512151,0.092048489,0,0,0.386870234,0.454720676,0.106427005,0,0,0.4014484,0.065519847,0.001771049,0,0,2.36E-01,0.622065238,0.13707983,0,0,0.052461352,0.484419015,0.463052931,6.67E-05,0,0.037253299,0.499241232,0.46045091,0.003054559,0,0.028664521,0.576866267,0.391747768,0.002721443,0,0.482497473,0.296803986,0.034792967,0,0,0.345579251,0.513997103,0.108988702,0,0,0,0.28708037,0.628744025,0.084174201,1.40E-06,0.239515379,0.664329999,0.096055997,0,0,0.002893802,0.496629178,0.47888304,0.02159398,0,0.057367299,0.580253655,0.362362426,1.66E-05,0,0.004275098,0.340002062,0.630136133,0.025586707,0,0.006743323,0.390159654,0.595380412,0.007716611,0,0,0.10921837,0.572778338,0.312936867,0.005066425,0.02630707,0.56852139,0.404067576,0.001103965,0,0.07863093,0.586052799,0.335264804,0,0.00E+00,4.72E-02,0.539532671,0.412347932,0.000891007,0,1
0.003314236,0.36249222,0.589214836,0.044978707,0,0,0.15963223,0.673343381,0.167024341,4.74E-08,0.000915049,0.217915925,0.693803834,0.087365193,0,0,0.340437352,0.589603808,0.069958645,1.96E-07,0.084662517,0.662547431,0.25278854,1.51E-06,0,5.01E-01,0.290711573,0.038279585,0,0,0.525625136,0.238200048,0.021801555,0,0,0,0.227455348,0.612109531,0.159062555,0.001372566,0.009733559,0.433450948,0.553289333,0.00352616,0,0.121582909,0.607110376,0.270919385,0,0,0.017183808,0.522247187,0.456314484,0.004254521,0,0,0.32751764,0.534438157,0.135728585,0.002315618,0.06325696,0.65618113,0.280216377,0.000345533,0,0,0.029820916,0.327393125,0.506745977,0.136039982,0.020215981,0.44753862,0.529072158,0.003173241,0,0,0.19272075,0.692831218,0.114419644,2.84E-05,0.150562323,0.595318804,0.253965231,0,0,0.002449317,0.440468382,0.538673066,0.018409235,0,0.29561721,0.032043841,0.000720762,0,0,0.464190351,0.107497485,0.005115276,0,0,-1
